country,city,station,parameter,value,date,source
Nepal,Kathmandu,Embassy Kathmandu,pm25,54.5,2017-03-02 23:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,73.3,2017-03-03 00:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,76.1,2017-03-03 01:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,95.0,2017-03-03 02:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,209.0,2017-03-03 03:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,192.0,2017-03-03 04:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,342.0,2017-03-03 05:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,242.0,2017-03-03 06:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,157.0,2017-03-03 07:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,144.0,2017-03-03 08:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,144.0,2017-03-03 09:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,82.5,2017-03-03 10:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,49.6,2017-03-03 11:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,52.5,2017-03-03 12:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,52.2,2017-03-03 13:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,62.7,2017-03-03 14:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,71.9,2017-03-03 15:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,160.0,2017-03-03 16:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,184.0,2017-03-03 17:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,162.0,2017-03-03 18:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,154.0,2017-03-03 19:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,107.0,2017-03-03 20:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,80.6,2017-03-03 21:00:00+00:00,hours
Nepal,Kathmandu,Embassy Kathmandu,pm25,80.6,2017-03-03 22:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,106.0,2017-03-02 23:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,135.0,2017-03-03 00:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,155.0,2017-03-03 01:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,155.0,2017-03-03 02:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,179.0,2017-03-03 03:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,144.0,2017-03-03 04:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,106.0,2017-03-03 05:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,72.1,2017-03-03 06:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,48.0,2017-03-03 07:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,40.0,2017-03-03 08:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,36.0,2017-03-03 09:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,48.5,2017-03-03 10:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,41.7,2017-03-03 11:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,42.3,2017-03-03 12:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,59.6,2017-03-03 13:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,70.3,2017-03-03 14:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,147.0,2017-03-03 15:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,180.0,2017-03-03 16:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,180.0,2017-03-03 17:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,142.0,2017-03-03 18:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,113.0,2017-03-03 19:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,106.0,2017-03-03 20:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,92.8,2017-03-03 21:00:00+00:00,hours
Nepal,Phora Durbar Kathman,Phora Durbar Kathman,pm25,92.8,2017-03-03 22:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,75.8,2024-03-13 20:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,76.3,2024-03-13 21:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,76.3,2024-03-13 21:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,81.8,2024-03-13 22:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,81.8,2024-03-13 22:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,61.1,2024-03-14 12:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,70.7,2024-03-14 13:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,67.4,2024-03-14 14:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,73.9,2024-03-14 16:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,77.0,2024-03-14 17:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,76.9,2024-03-14 18:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,138.0,2024-03-15 00:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,135.0,2024-03-15 01:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,115.0,2024-03-15 02:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,95.2,2024-03-15 04:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,57.2,2024-03-15 05:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,54.5,2024-03-15 06:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,50.9,2024-03-15 07:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,43.9,2024-03-15 08:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,39.7,2024-03-15 09:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,38.3,2024-03-15 10:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,49.8,2024-03-15 11:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,58.6,2024-03-15 12:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm10,65.3,2024-03-15 13:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,14.5,2023-07-15 12:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,15.4,2023-07-15 13:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,32.5,2023-07-15 14:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,21.6,2023-07-15 15:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,26.9,2023-07-15 16:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,33.8,2023-07-15 20:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,29.8,2023-07-15 22:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,36.4,2023-07-15 23:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,28.6,2023-07-16 04:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,23.1,2023-07-16 07:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,23.9,2023-07-16 08:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,20.1,2023-07-16 10:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,15.2,2023-07-16 11:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,17.0,2023-07-16 12:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,17.0,2023-07-16 12:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,19.8,2023-07-16 13:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,19.8,2023-07-16 13:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,28.3,2023-07-16 14:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,28.3,2023-07-16 14:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,26.2,2023-07-16 15:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,26.2,2023-07-16 15:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,24.3,2023-07-16 16:00:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,24.3,2023-07-16 16:15:00+00:00,hours
Nepal,"Dhathutole, Handigaun","Dhathutole, Handigaun",pm25,21.5,2023-07-16 17:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,52.5,2024-05-16 02:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,53.8,2024-05-16 03:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,50.0,2024-05-16 04:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,50.0,2024-05-16 04:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,37.3,2024-05-16 05:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,37.3,2024-05-16 05:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,39.0,2024-05-16 06:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,39.0,2024-05-16 06:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,44.0,2024-05-16 07:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,43.4,2024-05-16 08:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,43.4,2024-05-16 08:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,43.5,2024-05-16 09:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,43.5,2024-05-16 09:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,46.0,2024-05-16 10:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,48.2,2024-05-16 11:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,49.6,2024-05-16 12:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,49.6,2024-05-16 12:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,49.7,2024-05-16 13:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,49.7,2024-05-16 13:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,57.3,2024-05-16 14:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,63.7,2024-05-16 15:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,66.2,2024-05-16 16:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,64.4,2024-05-16 17:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm10,64.4,2024-05-16 17:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,43.4,2024-05-16 02:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,44.6,2024-05-16 03:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,41.8,2024-05-16 04:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,41.8,2024-05-16 04:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,33.2,2024-05-16 05:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,33.2,2024-05-16 05:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,34.3,2024-05-16 06:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,34.3,2024-05-16 06:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,37.5,2024-05-16 07:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,37.1,2024-05-16 08:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,37.1,2024-05-16 08:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,37.2,2024-05-16 09:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,37.2,2024-05-16 09:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,38.9,2024-05-16 10:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,40.5,2024-05-16 11:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,41.5,2024-05-16 12:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,41.5,2024-05-16 12:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,41.6,2024-05-16 13:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,41.6,2024-05-16 13:15:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,46.8,2024-05-16 14:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,51.4,2024-05-16 15:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,53.7,2024-05-16 16:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,51.9,2024-05-16 17:00:00+00:00,hours
Nepal,"Dabali, Handigaun","Dabali, Handigaun",pm25,51.9,2024-05-16 17:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,38.0,2025-09-18 23:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,43.5,2025-09-19 00:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,38.2,2025-09-19 01:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,38.3,2025-09-19 02:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,50.1,2025-09-19 03:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,60.0,2025-09-19 04:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,47.6,2025-09-19 05:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,27.9,2025-09-19 06:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,18.5,2025-09-19 07:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,21.9,2025-09-19 08:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,28.5,2025-09-19 09:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,34.2,2025-09-19 10:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,37.5,2025-09-19 11:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,52.0,2025-09-19 12:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,66.9,2025-09-19 13:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,48.5,2025-09-19 14:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,43.9,2025-09-19 15:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,43.6,2025-09-19 16:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,40.4,2025-09-19 17:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,38.5,2025-09-19 18:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,34.3,2025-09-19 19:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,33.3,2025-09-19 20:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,13.8,2025-09-19 21:15:00+00:00,hours
Nepal,Gaushala Chowk (SC-01) - GD Labs,Gaushala Chowk (SC-01) - GD Labs,pm25,21.2,2025-09-19 22:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,22.1,2025-09-25 06:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,6.31,2025-09-25 07:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,4.53,2025-09-25 08:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,5.09,2025-09-25 09:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,3.78,2025-09-25 10:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,5.51,2025-09-25 11:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,9.8,2025-09-25 12:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,23.2,2025-09-25 13:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,21.4,2025-09-25 14:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,24.3,2025-09-25 15:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,30.5,2025-09-25 16:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,30.2,2025-09-25 17:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,15.8,2025-09-25 18:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,16.6,2025-09-25 19:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,14.0,2025-09-25 20:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,14.5,2025-09-25 21:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,20.2,2025-09-25 22:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,25.4,2025-09-25 23:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,32.5,2025-09-26 00:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,37.2,2025-09-26 01:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,44.2,2025-09-26 02:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,43.4,2025-09-26 03:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,28.8,2025-09-26 04:15:00+00:00,hours
Nepal,Baluwatar (SC-02) - GD Labs,Baluwatar (SC-02) - GD Labs,pm25,22.6,2025-09-26 05:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,17.8,2025-10-02 23:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,16.6,2025-10-03 00:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,23.5,2025-10-03 01:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,32.2,2025-10-03 02:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,35.1,2025-10-03 03:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,39.8,2025-10-03 04:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,44.7,2025-10-03 05:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,46.1,2025-10-03 06:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,39.3,2025-10-03 07:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,23.4,2025-10-03 08:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,15.9,2025-10-03 09:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,24.7,2025-10-03 10:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,27.4,2025-10-03 11:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,15.0,2025-10-03 12:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,33.0,2025-10-03 13:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,34.3,2025-10-03 14:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,31.0,2025-10-03 15:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,26.5,2025-10-03 16:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,18.6,2025-10-03 17:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,12.5,2025-10-03 18:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,6.95,2025-10-03 19:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,6.23,2025-10-03 20:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,5.59,2025-10-03 21:15:00+00:00,hours
Nepal,Lagankhel (SC - 05) - GD Labs,Lagankhel (SC - 05) - GD Labs,pm25,5.89,2025-10-03 22:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,44.4,2025-12-24 07:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,44.5,2025-12-24 08:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,43.1,2025-12-24 09:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,53.1,2025-12-24 10:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,79.5,2025-12-24 11:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,87.7,2025-12-24 12:15:00+00:00,hours
Nepal,Sifal(SC-03)- GD Labs,Sifal(SC-03)- GD Labs,pm25,71.2,2025-12-24 13:15:00+00:00,hours
